DATE	TOURNAMENT NAME	FINISH POS	TO PAR SCORE	OFFICIAL MONEY	GIR	DRVG ACC	LONG DRV	DRV DIST	TOT DRV	SAND SV%	ALL- ARND RANK	BALL STKG	STROKES GAINED PUTTING	PAR 3	PAR 4	PAR 5	FRNT 9 AVG	BACK 9 AVG
04/10/2011	Masters Tournament	CUT	+ 8	--	55.56%	67.86%	290	284.0	1,998	12.50%		1,998	--	+1	+7	E	40.00	36.00
04/24/2011	The Heritage	CUT	+ 7	--	52.78%	60.71%	301	281.0	1,998	33.33%		1,998	-0.908	+1	+7	-1	38.00	36.50
05/08/2011	Wells Fargo Championship	T16	-9	$97500.00	77.78%	50.00%	356	301.5	62	83.33%	975	32	-0.027	-2	+1	-8	34.50	35.25
05/15/2011	THE PLAYERS Championship	T12	-8	$175071.42	68.06%	66.07%	320	293.9	37	75.00%	897	33	0.639	+1	-3	-6	35.50	34.50
05/22/2011	Crowne Plaza Invitational	CUT	+ 1	--	66.67%	50.00%	350	305.5	1,998	33.33%		1,998	-0.391	+2	E	-1	34.50	36.00
06/05/2011	the Memorial Tournament	T37	-2	$27900.00	69.44%	60.71%	338	289.6	114	60.00%	872	79	-0.209	-2	+3	-3	33.75	37.75
06/19/2011	U.S. Open	T11	-3	$163083.00	69.44%	55.36%	321	306.1	63	55.56%	798	41	--	+1	+2	-6	34.50	35.75
06/21/2011	(*) CVS Caremark Charity	T2		$100000.00									--	E	E	E		
07/10/2011	John Deere Classic	T12	-13	$85500.00	76.39%	69.64%	355	323.3	48	75.00%	751	26	-0.569	E	-5	-8	32.75	35.00
07/17/2011	British Open Championship	T9	+ 2	$168332.95	75.00%	62.50%	329	273.3	73	0.00%	844	42	--	+1	+5	-4	35.25	35.25
07/31/2011	The Greenbrier Classic	CUT	+ 2	--	61.11%	82.14%	337	316.3	1,998	0.00%		1,998	-0.712	+4	+1	-3	34.50	36.50
08/14/2011	PGA Championship	T72	+14	$14750.00	58.33%	48.21%	352	315.4	67	12.50%	807	92	--	+7	+11	-4	36.25	37.25
08/21/2011	Wyndham Championship	T12	-11	$101920.00	69.44%	57.14%	355	313.8	54	100.00%	791	73	1.650	-2	-4	-5	34.00	33.25
08/28/2011	The Barclays	CUT	-3	--	72.22%	67.86%	343	302.8	1,998	0.00%	1,760	1,998	-0.285	E	-1	-2	33.50	36.00
09/05/2011	Deutsche Bank Champ	T68	+ 2	$16000.00	69.44%	71.43%	342	306.8	27	33.33%	793	18	-1.315	+1	+2	-1	36.25	35.25
10/16/2011	The McGladrey Classic	CUT	E	--	66.67%	60.71%	336	280.5	1,998	100.00%	1,813	1,998	-1.018	+1	+2	-3	35.50	34.50
10/23/2011	Children's Miracle	CUT	-2	--	69.44%	60.71%	322	281.8	1,998	28.57%	1,815	1,998	-3.207	+1	+2	-5	36.00	35.00
01/17/2010	Sony Open in Hawaii	T5	-11	$200750.00	69.44%	53.57%	352	314.6	18	66.67%	279	24	-0.113	+2	-8	-5	33.50	33.75
02/07/2010	Northern Trust Open	CUT	+ 3	--	63.89%	64.29%	314	272.3	1,998	33.33%		1,998	-1.025	+1	+6	-4	37.00	35.50
02/14/2010	AT&T Pebble Beach	CUT	+ 5	--	68.52%	63.41%	301	275.7	1,998	0.00%		1,998	-3.887	E	+5	E	36.00	37.00
02/28/2010	Waste Management Phoenix	CUT	+ 1	--	77.78%	75.00%	346	303.3	1,998	0.00%	1,736	1,998	-1.244	+2	+4	-5	35.50	36.00
03/07/2010	The Honda Classic	CUT	+ 6	--	52.78%	57.14%	330	274.0	1,998	33.33%		1,998	-1.966	+2	+5	-1	35.50	37.50
03/28/2010	Arnold Palmer Invt'l	T14	-3	$108000.00	62.50%	67.86%	319	293.6	28	35.71%	611	38	0.421	-2	+9	-10	35.50	35.75
04/04/2010	Shell Houston Open	CUT	+ 6	--	75.00%	64.29%	324	292.8	1,998	25.00%		1,998	-1.185	+2	+7	-3	37.00	38.00
04/18/2010	Verizon Heritage	71	+ 5	$11400.00	55.56%	66.07%	317	287.0	51	23.08%	714	60	-0.316	+2	+8	-5	36.25	36.00
05/02/2010	Wells Fargo Championship	T17	-3	$91000.00	72.22%	50.00%	348	312.6	52	100.00%	759	34	0.367	-1	E	-2	35.75	35.50
05/09/2010	THE PLAYERS Championship	T4	-12	$358150.00	69.44%	58.93%	320	285.8	84	25.00%	649	66	0.987	-1	E	-11	33.25	35.75
05/30/2010	Crowne Plaza Invitational	CUT	+ 4	--	63.89%	67.86%	327	295.3	1,998	0.00%		1,998	-0.273	+1	+6	-3	36.00	36.00
06/06/2010	the Memorial Tournament	T52	+ 1	$14160.00	66.67%	75.00%	324	276.9	58	42.86%	724	57	-0.446	-1	+4	-2	36.25	36.00
06/20/2010	U.S. Open Championship	T6	+ 4	$228255.00	66.67%	67.86%	359	310.8	29	25.00%	650	6	--	+7	-4	+1	33.50	38.50
06/29/2010	(*) CVS Caremark Charity	T10	-10	$50000.00									--	E	E	E		
07/04/2010	AT&T National	CUT	+10	--	63.89%	57.14%	341	316.5	1,998	66.67%	1,682	1,998	-4.612	+1	+10	-1	35.50	39.50
07/11/2010	John Deere Classic	T65	-5	$9152.00	76.39%	66.07%	373	315.8	62	33.33%	679	47	-1.561	-1	+2	-6	35.00	34.75
07/18/2010	British Open Championship	CUT	+ 5	--	77.78%	68.75%	323	302.8	1,998	0.00%		1,998	--	+1	+5	-1	37.50	37.00
08/01/2010	The Greenbrier Classic	T60	-8	$12900.00	79.17%	53.57%	356	325.6	79	100.00%	733	89	0.314	-2	-2	-4	32.75	35.25
08/15/2010	PGA Championship	T55	+ 2	$15750.00	66.67%	64.29%	320	292.6	57	16.67%	760	47	--	+2	+3	-3	36.25	36.25
08/22/2010	Wyndham Championship	CUT	-1	--	75.00%	67.86%	337	313.0	1,998	100.00%		1,998	-1.974	E	+4	-5	35.00	34.50
08/29/2010	The Barclays	T31	-3	$44475.00	72.22%	62.50%	314	289.4	45	0.00%	758	15	-0.269	-2	-1	E	34.00	36.25
09/06/2010	Deutsche Bank Champ	T61	E	$16125.00	68.06%	60.71%	325	278.0	121	75.00%	783	91	-0.408	+1	+5	-6	36.00	35.00
10/10/2010	The McGladrey Classic	T33	-6	$18566.66	76.39%	69.64%	315	294.0	53	100.00%	691	58	0.632	-1	E	-5	34.50	34.00
10/24/2010	Justin Timberlake	T28	-13	$26803.33	87.50%	71.43%	331	314.0	18	25.00%	676	6	-0.717	-1	-7	-5	33.50	34.25
11/14/2010	Children's Miracle-Disney	T19	-11	$58985.00	72.22%	71.43%	330	298.0	25	50.00%	652	31	-0.229	-1	+1	-11	34.75	34.50
01/11/2009	Mercedes-Benz Champ	T2	-18	$523500.00	87.50%	71.67%	408	287.1	24	0.00%	77	11	0.246	E	-7	-11	33.25	35.25
01/18/2009	Sony Open in Hawaii	CUT	+ 2	--	66.67%	50.00%	337	287.8	1,998	25.00%	1,306	1,998	-1.675	-1	+6	-3	35.00	36.00
02/08/2009	Buick Invitational	T35	+ 1	$25023.57	66.67%	58.93%	325	289.1	31	14.29%	593	30	-1.220	+3	+4	-6	35.75	36.50
02/15/2009	AT&T Pebble Beach	T22	-5	$49742.72	66.67%	68.29%	294	269.3	71	0.00%	616	71	1.103	-2	-2	-1	34.33	36.00
03/01/2009	WGC-Accenture Match Play	T17		$95000.00									--	E	E	E		
03/08/2009	The Honda Classic	T13	-2	$90222.22	69.44%	64.29%	335	308.5	28	66.67%	531	14	-0.348	+4	-3	-3	34.25	35.25
03/15/2009	WGC-CA Championship	T28	-7	$72000.00	65.28%	48.21%	359	309.8	53	50.00%	562	41	-0.126	+3	-1	-9	36.00	34.25
03/29/2009	Arnold Palmer Invt'l	CUT	+ 7	--	50.00%	64.29%	320	287.8	1,998	66.67%	1,545	1,998	-1.698	+2	+7	-2	35.50	38.00
04/05/2009	Shell Houston Open	T52	E	$13224.00	75.00%	46.43%	347	307.0	80	66.67%	549	70	-0.686	+1	+7	-8	36.00	36.00
04/19/2009	Verizon Heritage	T21	-4	$59280.00	59.72%	71.43%	306	284.3	37	58.33%	514	44	0.280	+2	+1	-7	35.25	34.75
05/03/2009	Quail Hollow Championship	T22	-5	$58592.85	69.44%	53.57%	356	309.3	26	100.00%	448	25	0.864	+2	+3	-10	36.00	34.75
05/10/2009	THE PLAYERS Championship	CUT	+ 3	--	61.11%	46.43%	333	295.0	1,998	50.00%		1,998	-1.465	+3	+3	-3	36.50	37.00
05/24/2009	HP Byron Nelson Champ	T52	-3	$14933.75	66.67%	50.00%	346	319.9	65	57.14%	486	75	0.052	E	+3	-6	33.25	36.00
05/31/2009	Crowne Plaza Invitational	CUT	+ 3	--	50.00%	42.86%	339	302.8	1,998	66.67%		1,998	-1.755	+1	+1	+1	36.50	35.00
06/07/2009	the Memorial Tournament	T5	-6	$219000.00	63.89%	71.43%	327	295.8	59	62.50%	475	43	0.606	-2	+3	-7	34.75	35.75
06/23/2009	(*) CVS/Caremark Charity	T8	-9	$53750.00									--	E	E	E		
07/05/2009	AT&T National	T16	-4	$93000.00	72.22%	50.00%	366	311.5	79	60.00%	450	55	0.938	-3	+2	-3	34.00	35.00
07/12/2009	John Deere Classic	T55	-5	$9847.00	68.06%	80.36%	331	298.6	30	66.67%	453	46	-1.070	E	E	-5	35.00	34.75
07/19/2009	British Open Championship	T27	+ 4	$47793.63	70.83%	57.14%	352	294.5	61	16.67%	476	33	--	-2	+6	E	37.25	33.75
08/09/2009	WGC-Bridgestone Invit'l	T19	-1	$83000.00	54.17%	44.64%	376	313.0	86	37.50%	546	96	0.597	E	E	-1	35.00	34.75
08/16/2009	PGA Championship	CUT	+ 5	--	58.33%	75.00%	326	297.3	1,998	75.00%		1,998	--	+1	+2	+2	38.50	36.00
08/23/2009	Wyndham Championship	T86	E	$8619.00	79.63%	57.14%	353	300.8	1,998	0.00%		1,998	-1.634	E	+2	-2	34.33	35.67
08/30/2009	The Barclays	T46	+ 3	$20400.00	59.72%	75.00%	325	293.6	27	57.14%	577	25	-0.626	E	+9	-6	36.75	35.00
09/07/2009	Deutsche Bank Champ	T49	-3	$18510.00	62.50%	60.71%	333	307.5	67	57.14%	571	93	-0.526	+1	+1	-5	35.25	35.00
09/13/2009	BMW Championship	T49	+ 5	$18712.50	66.67%	55.36%	330	306.6	68	54.55%	603	45	-0.197	+2	+4	-1	36.25	36.00
10/04/2009	Turning Stone Champ.	T15	-12	$102000.00	79.17%	66.07%	336	283.9	74	50.00%	555	55	0.267	+2	-5	-9	35.00	34.00
10/18/2009	Justin Timberlake	CUT	+ 3	--	61.11%	28.57%	345	329.3	1,998	0.00%		1,998	-0.893	E	+5	-2	36.50	36.00
11/15/2009	Children's Miracle-Disney	W/D	+ 1	--	61.11%	35.71%	335	304.5	1,998	0.00%		1,998	--	+1	E	E	38.00	35.00
